,text,text1,text2,tag,tag1,tag2,score1,score2,num_text,num_text1,num_text2,sensitivity(0.6),sensitivity(0.6)(True Tag),sensitivity(0.6)(#text each Tag),precision(0.6),precision(0.6)(True Tag),precision(0.6)(above cutoff),sensitivity(0.7),sensitivity(0.7)(True Tag),sensitivity(0.7)(#text each Tag),precision(0.7),precision(0.7)(True Tag),precision(0.7)(above cutoff),sensitivity(0.8),sensitivity(0.8)(True Tag),sensitivity(0.8)(#text each Tag),precision(0.8),precision(0.8)(True Tag),precision(0.8)(above cutoff)
893,"9월 공개 아이폰13, '위성통신' 기능 탑재할 듯","""9월 공개 예정인 애플 아이폰13, 위성통신 기능 탑재 전망""","""9월 공개 예정인 애플 아이폰13, 위성통신 기능 탑재 전망""",101,101,101,0.8812000155448914,0.7885175752963303,1717,900,900,50.0,7,14,87.5,7,8,14.29,2,14,100.0,2,2,7.14,1,14,100.0,1,1
894,‘아이폰13 프로’ 256GB 없앤다…512GB 인하·1TB 추가,"""아이폰13 프로, 256GB 모델 없어진다…1TB 추가""","""아이폰13 프로, 256GB 모델 없어진다…1TB 추가""",101,101,101,0.9121999740600586,0.7959468864287338,1717,890,890,21.43,3,14,100.0,3,3,21.43,3,14,100.0,3,3,21.43,3,14,100.0,3,3
895,"""5G·LTE 없이도 통화""…아이폰13, 위성통신기능 탑재 전망","""5G안터져도 통화""...아이폰13에 위성통신 기능 탑재하나","""아이폰13, 저궤도 위성 통신 기능 탑재…4G·5G 아니어도 연결""",101,101,101,0.822700023651123,0.6575481789015,1717,892,902,57.14,8,14,100.0,8,8,14.29,2,14,100.0,2,2,14.29,2,14,100.0,2,2
896,"플립3에 홀린 '애플빠' 붙잡을까…'D-1달' 아이폰13, 미리보기[IT썰]",[뉴스잇(IT)쥬] 갤Z폴드·플립3 '역대급 흥행'…엔씨'블소2' 혹평 사과,"""아이폰13 프로, 256GB 없애고 512GB 가격 인하한다""",101,35,101,0.550599992275238,1.0,1717,291,901,0.0,0,14,0.0,0,0,0.0,0,14,0.0,0,0,0.0,0,14,0.0,0,0
897,"""아이폰13 프로, 256GB 모델 없애고 1TB 추가""","""아이폰13 프로, 256GB 모델 없어진다…1TB 추가""","""아이폰13 프로, 256GB 모델 없어진다…1TB 추가""",101,101,101,0.9764999747276306,1.0,1717,890,890,21.43,3,14,100.0,3,3,21.43,3,14,100.0,3,3,21.43,3,14,100.0,3,3
898,애플 아이폰13은 위성통신 스마트폰?,"‘어디서든 터진다’…아이폰 13, 저궤도 위성통신 탑재 가능성","애플, 외부결제 허용했지만… ‘인앱 결제’ 강제 유지",101,101,108,0.6934000253677368,0.6930409556180148,1717,891,957,50.0,7,14,100.0,7,7,0.0,0,14,0.0,0,0,0.0,0,14,0.0,0,0
899,5G 안 터져도 통화 가능… 애플이 아이폰13에 탑재하는 이 기술,"""5G안터져도 통화""...아이폰13에 위성통신 기능 탑재하나",망막재생 기술 등 KAIST 간판 기술 선보인다,101,101,23,0.741100013256073,0.5909492244477822,1717,892,201,28.57,4,14,100.0,4,4,7.14,1,14,100.0,1,1,0.0,0,14,0.0,0,0
900,"""9월 공개 예정인 애플 아이폰13, 위성통신 기능 탑재 전망""","9월 공개 아이폰13, '위성통신' 기능 탑재할 듯","9월 공개 아이폰13, '위성통신' 기능 탑재할 듯",101,101,101,0.8812000155448914,0.7885175752963303,1717,893,893,50.0,7,14,87.5,7,8,21.43,3,14,100.0,3,3,7.14,1,14,100.0,1,1
901,"""아이폰13 프로, 256GB 없애고 512GB 가격 인하한다""","""아이폰13 프로, 256GB 모델 없애고 1TB 추가""","플립3에 홀린 '애플빠' 붙잡을까…'D-1달' 아이폰13, 미리보기[IT썰]",101,101,101,0.8646000027656555,1.0,1717,897,896,21.43,3,14,100.0,3,3,21.43,3,14,100.0,3,3,21.43,3,14,100.0,3,3
902,"""아이폰13, 저궤도 위성 통신 기능 탑재…4G·5G 아니어도 연결""","""5G안터져도 통화""...아이폰13에 위성통신 기능 탑재하나","""5G·LTE 없이도 통화""…아이폰13, 위성통신기능 탑재 전망",101,101,101,0.8327000141143799,0.6575481789015,1717,892,895,50.0,7,14,87.5,7,8,28.57,4,14,100.0,4,4,14.29,2,14,100.0,2,2
903,"궈밍치 ""아이폰13, 저궤도 위성통신 기술 탑재""","‘어디서든 터진다’…아이폰 13, 저궤도 위성통신 탑재 가능성","‘어디서든 터진다’…아이폰 13, 저궤도 위성통신 탑재 가능성",101,101,101,0.8456000089645386,0.7348288547612081,1717,891,891,50.0,7,14,87.5,7,8,28.57,4,14,100.0,4,4,7.14,1,14,100.0,1,1
904,"탈레반 대원, 아프간 가수 살해…'공포정치' 재연 우려","탈레반 대원, 아프간 가수 살해…공포 정치 우려 현실화","탈레반 대원, 아프간 가수 살해…공포 정치 우려 현실화",102,102,102,0.9458000063896179,1.0,1717,906,906,70.0,7,10,87.5,7,8,40.0,4,10,100.0,4,4,20.0,2,10,100.0,2,2
905,여성 무차별 탄압 탈레반 이번에는 아프간 민요가수 죽였다,"탈레반, 코미디언 처형에 이어 민요가수까지 살해","中, 미국에 ""아프간 탈레반 정부 경제·인도 지원하라"" 촉구",102,102,104,0.567799985408783,0.6016724331115755,1717,913,924,0.0,0,10,0.0,0,0,0.0,0,10,0.0,0,0,0.0,0,10,0.0,0,0
906,"탈레반 대원, 아프간 가수 살해…공포 정치 우려 현실화","탈레반 대원, 아프간 가수 살해…'공포정치' 재연 우려","탈레반 대원, 아프간 가수 살해…'공포정치' 재연 우려",102,102,102,0.9458000063896179,1.0,1717,904,904,60.0,6,10,85.71,6,7,30.0,3,10,100.0,3,3,20.0,2,10,100.0,2,2
907,"""예술가도 예외 없는 공포 정치"" 탈레반, 아프간 가수 무참히 살해","탈레반 대원, 아프간 가수 살해…'공포정치' 재연 우려","“사람 즐겁게 하는 가수일 뿐인데, 머리에 총탄”…탈레반, 민요 가수 살해",102,102,102,0.7815999984741211,0.896025734026978,1717,904,908,50.0,5,10,83.33,5,6,30.0,3,10,75.0,3,4,0.0,0,10,0.0,0,0
908,"“사람 즐겁게 하는 가수일 뿐인데, 머리에 총탄”…탈레반, 민요 가수 살해","""머리에 총탄을""…탈레반, 아프간 코미디언 이어 가수 살해","""예술가도 예외 없는 공포 정치"" 탈레반, 아프간 가수 무참히 살해",102,102,102,0.8026000261306763,0.896025734026978,1717,909,907,60.0,6,10,85.71,6,7,20.0,2,10,100.0,2,2,10.0,1,10,100.0,1,1
909,"""머리에 총탄을""…탈레반, 아프간 코미디언 이어 가수 살해",코미디언 이어 아프간 가수 무참히 살해…탈레반 공포정치,코미디언 이어 아프간 가수 무참히 살해…탈레반 공포정치,102,102,102,0.8202999830245972,1.0,1717,912,912,80.0,8,10,72.73,8,11,50.0,5,10,83.33,5,6,20.0,2,10,100.0,2,2
910,"노래했다고, 틱톡했다고 죽였다…일상을 없애는 탈레반","탈레반 대원, 아프간 가수 살해…'공포정치' 재연 우려","탈레반 ""왜 남의 나라 수도에서 작전하냐"" 미국에 항의",102,102,22,0.6710000038146973,1.0,1717,904,194,40.0,4,10,80.0,4,5,0.0,0,10,0.0,0,0,0.0,0,10,0.0,0,0
911,"'민요가수' 살해한 탈레반…""사람 즐겁게 했을 뿐인데, 머리에 총탄""","“사람 즐겁게 하는 가수일 뿐인데, 머리에 총탄”…탈레반, 민요 가수 살해","탈레반 ""왜 남의 나라 수도에서 작전하냐"" 미국에 항의",102,102,22,0.7835999727249146,0.6428399717163511,1717,908,194,20.0,2,10,100.0,2,2,20.0,2,10,100.0,2,2,0.0,0,10,0.0,0,0
912,코미디언 이어 아프간 가수 무참히 살해…탈레반 공포정치,"탈레반 대원, 아프간 가수 살해…'공포정치' 재연 우려","""머리에 총탄을""…탈레반, 아프간 코미디언 이어 가수 살해",102,102,102,0.8407999873161316,1.0,1717,904,909,60.0,6,10,66.67,6,9,50.0,5,10,71.43,5,7,30.0,3,10,100.0,3,3
913,"탈레반, 코미디언 처형에 이어 민요가수까지 살해","""머리에 총탄을""…탈레반, 아프간 코미디언 이어 가수 살해","""머리에 총탄을""…탈레반, 아프간 코미디언 이어 가수 살해",102,102,102,0.7447999715805054,0.8217106316528482,1717,909,909,40.0,4,10,50.0,4,8,20.0,2,10,50.0,2,4,0.0,0,10,0.0,0,0
914,"""겁내지마 사랑해"" 아프간 아기 돌보던 美여군의 마지막 문자","아프간 고아 돌보던 美여군, 결국 사망…마지막 글엔 “이 일을 사랑해”","아프간 고아 돌보던 美여군, 결국 사망…마지막 글엔 “이 일을 사랑해”",103,103,103,0.6054999828338623,0.7993145671327784,1717,922,922,10.0,1,10,100.0,1,1,0.0,0,10,0.0,0,0,0.0,0,10,0.0,0,0
915,"""내 일을 사랑""…카불 고아 돌보던 23세 여군, 테러에 희생 전 남긴 글","""미군, IS-K 2차 테러 저지 공습에 아프간 민간인 9명도 희생""",카불 테러에 희생된 美 해병대 병장의 마지막 메시지,103,22,103,0.5623999834060669,0.539499015279732,1717,172,919,0.0,0,10,0.0,0,0,0.0,0,10,0.0,0,0,0.0,0,10,0.0,0,0
916,"아프간 공항서 고아 돌봐주던 미 해병대 여군, 카불 테러에 결국 사망","아프간 아이 돌보던 美해병, 테러로 사망…""겁내지 마""","""이 사진이 마지막일 줄 누가 알았을까""…아기 돌보는 모습 감동 전한 미 여군, 결국 사망",103,103,103,0.7109000086784363,0.6293839545911879,1717,920,923,30.0,3,10,33.33,3,9,10.0,1,10,100.0,1,1,0.0,0,10,0.0,0,0
917,[이 시각 세계] 아프간 고아 돌보던 여군…테러에 사망,"아프간 공항서 고아 돌봐주던 미 해병대 여군, 카불 테러에 결국 사망",아프간 고아 돌보던 美여군 사망…“일 사랑해” 생전 글,103,103,103,0.6499999761581421,0.7261193846860673,1717,916,918,10.0,1,10,100.0,1,1,0.0,0,10,0.0,0,0,0.0,0,10,0.0,0,0
918,아프간 고아 돌보던 美여군 사망…“일 사랑해” 생전 글,"아프간 고아 돌보던 美여군, 결국 사망…마지막 글엔 “이 일을 사랑해”","아프간 아이 돌보던 美해병, 테러로 사망…""겁내지 마""",103,103,103,0.8544999957084656,1.0,1717,922,920,10.0,1,10,100.0,1,1,10.0,1,10,100.0,1,1,10.0,1,10,100.0,1,1
919,카불 테러에 희생된 美 해병대 병장의 마지막 메시지,"아프간 공항서 고아 돌봐주던 미 해병대 여군, 카불 테러에 결국 사망",탈레반에 처형 직전...의연한 코미디언의 마지막 모습,103,103,167,0.6730999946594238,0.6134875127874331,1717,916,1520,20.0,2,10,100.0,2,2,0.0,0,10,0.0,0,0,0.0,0,10,0.0,0,0
920,"아프간 아이 돌보던 美해병, 테러로 사망…""겁내지 마""","아프간 공항서 고아 돌봐주던 미 해병대 여군, 카불 테러에 결국 사망",아프간 고아 돌보던 美여군 사망…“일 사랑해” 생전 글,103,103,103,0.7109000086784363,1.0,1717,916,918,20.0,2,10,40.0,2,5,10.0,1,10,100.0,1,1,0.0,0,10,0.0,0,0
921,美 해병대 여군 전사자 “내 임무를 사랑한다”,"여가부, '중사 성추행 사망' 관련 해군 상대 사흘간 현장점검",바다가 일자리다…'2021 해양수산 온라인 취업박람회' 30일 개막,103,87,1,0.5350000262260437,0.0,1717,783,0,0.0,0,10,0.0,0,0,0.0,0,10,0.0,0,0,0.0,0,10,0.0,0,0
922,"아프간 고아 돌보던 美여군, 결국 사망…마지막 글엔 “이 일을 사랑해”",아프간 고아 돌보던 美여군 사망…“일 사랑해” 생전 글,"""겁내지마 사랑해"" 아프간 아기 돌보던 美여군의 마지막 문자",103,103,103,0.8544999957084656,0.7993145671327784,1717,918,914,20.0,2,10,100.0,2,2,10.0,1,10,100.0,1,1,10.0,1,10,100.0,1,1
923,"""이 사진이 마지막일 줄 누가 알았을까""…아기 돌보는 모습 감동 전한 미 여군, 결국 사망","아프간 고아 돌보던 美여군, 결국 사망…마지막 글엔 “이 일을 사랑해”",미사일 공격으로 30명 사망…예멘 내전 긴장 ‘최고조’,103,103,143,0.5615000128746033,0.6558637672919604,1717,922,1324,0.0,0,10,0.0,0,0,0.0,0,10,0.0,0,0,0.0,0,10,0.0,0,0
924,"中, 미국에 ""아프간 탈레반 정부 경제·인도 지원하라"" 촉구","중국 ""아프간 상황 변해…미국, 경제적·인도적 지원 해야""",여성 무차별 탄압 탈레반 이번에는 아프간 민요가수 죽였다,104,106,102,0.6227999925613403,0.6016724331115755,1717,937,905,0.0,0,4,0.0,0,1,0.0,0,4,0.0,0,0,0.0,0,4,0.0,0,0
925,탈레반에 무게 두는 中·유엔안보리 강조하는 美,"中 ""탈레반, 아프간서 中국민·기업 안전보장 약속""",바다가 일자리다…'2021 해양수산 온라인 취업박람회' 30일 개막,104,145,1,0.5090000033378601,0.0,1717,1347,0,0.0,0,4,0.0,0,0,0.0,0,4,0.0,0,0,0.0,0,4,0.0,0,0
926,"왕이-블링컨, 아프간 문제 논의…‘국제 공조’ vs ‘미국 책임’","박범계, '법무부 의전' 논란에…""이 문제 이쯤서 거두자""","통계청, UN 공조 '국제 콘퍼런스'…위기 상황서 데이터 역할 논의",104,74,168,0.4788999855518341,0.7994515368236244,1717,667,1526,0.0,0,4,0.0,0,0,0.0,0,4,0.0,0,0,0.0,0,4,0.0,0,0
927,"'아프간' 목소리 높이는 中 ""우리가 어떻게 할지는 미국에 달려""","우리집 얼마 받을까? ""국민비서 '구삐'가 알려줍니다""","미군 철수 이틀 남은 아프간, 미국인 250명으로 줄어",104,47,150,0.5026000142097473,0.6396897716442593,1717,433,1385,0.0,0,4,0.0,0,0,0.0,0,4,0.0,0,0,0.0,0,4,0.0,0,0
928,"미국 등 98개국 ""탈레반, 자유로운 해외 이동 보장""…미국·탈레반 협력 모양새 왜?","탈레반 ""왜 남의 나라 수도에서 작전하냐"" 미국에 항의",우리도 달간다..달 탐사선 미국 탑재체 입고 의미는,105,22,31,0.571399986743927,0.6780460469590083,1717,194,259,0.0,0,9,0.0,0,0,0.0,0,9,0.0,0,0,0.0,0,9,0.0,0,0
929,"[군사대로]아프간 사태 계기 미국, 한국에 더 매달릴 듯","경총, “한국 구직급여 하한액, OECD 국가 중 가장 높아""","中왕이 ""아프간 사태 근본적으로 변해…탈레반과 접촉해야""",105,39,106,0.5634999871253967,0.8377803523070783,1717,325,939,0.0,0,9,0.0,0,0,0.0,0,9,0.0,0,0,0.0,0,9,0.0,0,0
930,탈레반은  달라질 수  있을까,‘정상국가’로 갈까? 탈레반호 항로는,바다가 일자리다…'2021 해양수산 온라인 취업박람회' 30일 개막,105,105,1,0.5281999707221985,0.0,1717,933,0,0.0,0,9,0.0,0,0,0.0,0,9,0.0,0,0,0.0,0,9,0.0,0,0
931,"“새 내각 1~2주 내 발표” 탈레반, 새 정부 구성 속도… 국제사회도 논의 본격화","'시멘트세' 신설되나…시멘트업계, 국회 논의에 '촉각'","中, 미국에 ""아프간 탈레반 정부 경제·인도 지원하라"" 촉구",105,94,104,0.4763000011444092,0.531636152945621,1717,850,924,0.0,0,9,0.0,0,0,0.0,0,9,0.0,0,0,0.0,0,9,0.0,0,0
932,탈레반에 관한 5가지 허구,탈레반은  달라질 수  있을까,바다가 일자리다…'2021 해양수산 온라인 취업박람회' 30일 개막,105,105,1,0.44920000433921814,0.0,1717,930,0,0.0,0,9,0.0,0,0,0.0,0,9,0.0,0,0,0.0,0,9,0.0,0,0
933,‘정상국가’로 갈까? 탈레반호 항로는,"탈레반 ""왜 남의 나라 수도에서 작전하냐"" 미국에 항의",바다가 일자리다…'2021 해양수산 온라인 취업박람회' 30일 개막,105,22,1,0.6021000146865845,0.0,1717,194,0,0.0,0,9,0.0,0,1,0.0,0,9,0.0,0,0,0.0,0,9,0.0,0,0
934,"98개국 “美 철군 뒤에도 아프간 대피인 계속 받겠다”…탈레반, 협조할까","""탈레반, 31일 이후도 대피가능 약속""…韓·美 등 100개국 공동성명","철군 시한 D-2...美, 아프간 탈출 ‘막바지 총력전’",105,132,132,0.5770000219345093,0.6982831919004269,1717,1200,1193,0.0,0,9,0.0,0,0,0.0,0,9,0.0,0,0,0.0,0,9,0.0,0,0
935,아이스크림 먹고 셀카도…탈레반 '가짜 선전' 방치하는 SNS,오토파일럿 중 순찰차 들이받은 테슬라…NHTSA 조사 악영향?[TNA],"탈레반 ""왜 남의 나라 수도에서 작전하냐"" 미국에 항의",105,133,22,0.4348999857902527,1.0,1717,1213,194,0.0,0,9,0.0,0,0,0.0,0,9,0.0,0,0,0.0,0,9,0.0,0,0
936,"아프간, 국민을 위한 나라는 없었다","""어느 나라에도 없는 특권""…이스라엘, 전 국민에 부스터샷",아프간에서 희생된 美 군인 위한 '맥주잔 13개' 추모 행렬,105,30,32,0.47749999165534973,0.7871756804612066,1717,250,267,0.0,0,9,0.0,0,0,0.0,0,9,0.0,0,0,0.0,0,9,0.0,0,0
937,"중국 ""아프간 상황 변해…미국, 경제적·인도적 지원 해야""","中, 미국에 ""아프간 탈레반 정부 경제·인도 지원하라"" 촉구","규제에도 끄떡없는 신에너지, 중국 1위 리튬업체 간펑 [강현우의 차이나스톡]",106,104,139,0.6227999925613403,0.5373486639674516,1717,924,1297,0.0,0,3,0.0,0,1,0.0,0,3,0.0,0,0,0.0,0,3,0.0,0,0
938,"美·中, 아프간 사태 협력 논의…'강대강' 대결 접고 대화 물꼬 트나","공수처, '조희연 기소' 논의 공소심의위 소집","中왕이 ""아프간 사태 근본적으로 변해…탈레반과 접촉해야""",106,41,106,0.59579998254776,0.7787537093091996,1717,340,939,0.0,0,3,0.0,0,0,0.0,0,3,0.0,0,0,0.0,0,3,0.0,0,0
939,"中왕이 ""아프간 사태 근본적으로 변해…탈레반과 접촉해야""","""은둔의 지휘자 탈레반 아쿤드자다, 아프간 칸다하르에 있다""","[군사대로]아프간 사태 계기 미국, 한국에 더 매달릴 듯",106,107,105,0.48590001463890076,0.8377803523070783,1717,950,929,0.0,0,3,0.0,0,0,0.0,0,3,0.0,0,0,0.0,0,3,0.0,0,0
940,"“탈레반 수장, 아프간 칸다하르에 있다.. 곧 대중 앞에 설 것”","“탈레반 수장, 아프간 칸다하르에 있다… 곧 대중 앞에 설 것”","‘은둔의 지도자’ 탈레반 1인자, 아프간 칸다하르에 있다…“곧 대중 앞에 설 것”",107,107,107,0.9667999744415283,0.9999999999999998,1717,949,944,33.33,4,12,100.0,4,4,16.67,2,12,100.0,2,2,8.33,1,12,100.0,1,1
941,"""탈레반 최고지도자 아프간 칸다하르에 있다""","탈레반 ""최고지도자 아쿤드자다 아프간 칸다하르에 있다""","탈레반 ""최고지도자 아쿤드자다 아프간 칸다하르에 있다""",107,107,107,0.9402999877929688,1.0000000000000002,1717,943,943,66.67,8,12,100.0,8,8,50.0,6,12,100.0,6,6,33.33,4,12,100.0,4,4
942,탈레반 “최고지도자 아쿤드자다 칸다하르에 있다”,"탈레반 ""최고지도자 아쿤드자다 칸다하르에 있다""","탈레반 ""최고지도자 아쿤드자다 칸다하르에 있다""",107,107,107,0.9639999866485596,1.0000000000000004,1717,951,951,58.33,7,12,100.0,7,7,41.67,5,12,100.0,5,5,33.33,4,12,100.0,4,4
943,"탈레반 ""최고지도자 아쿤드자다 아프간 칸다하르에 있다""","탈레반 ""최고지도자 아쿤드자다 칸다하르에 있다""","""탈레반 최고지도자 아프간 칸다하르에 있다""",107,107,107,0.9800000190734863,1.0000000000000002,1717,951,941,66.67,8,12,100.0,8,8,58.33,7,12,100.0,7,7,33.33,4,12,100.0,4,4
944,"‘은둔의 지도자’ 탈레반 1인자, 아프간 칸다하르에 있다…“곧 대중 앞에 설 것”","“탈레반 수장, 아프간 칸다하르에 있다… 곧 대중 앞에 설 것”","“탈레반 수장, 아프간 칸다하르에 있다.. 곧 대중 앞에 설 것”",107,107,107,0.7757999897003174,0.9999999999999998,1717,949,940,41.67,5,12,100.0,5,5,25.0,3,12,100.0,3,3,0.0,0,12,0.0,0,0
945,"탈레반 ""최고지도자 아쿤드자다 아프간 칸다하르에 있다""(종합)","탈레반 ""최고지도자 아쿤드자다 아프간 칸다하르에 있다""","""탈레반 최고지도자 아프간 칸다하르에 있다""",107,107,107,0.9596999883651733,0.9398353074888922,1717,943,941,58.33,7,12,100.0,7,7,50.0,6,12,100.0,6,6,33.33,4,12,100.0,4,4
946,"탈레반이 만든 자체정부, 1인자 아쿤드자다가 직접발표 가능성",탈레반 “최고지도자 아쿤드자다 칸다하르에 있다”,바다가 일자리다…'2021 해양수산 온라인 취업박람회' 30일 개막,107,107,1,0.48410001397132874,0.0,1717,942,0,0.0,0,12,0.0,0,0,0.0,0,12,0.0,0,0,0.0,0,12,0.0,0,0
947,"탈레반 ""최고지도자, 아프간에 있어…곧 대중앞 모습 드러낼 예정""","탈레반 ""최고지도자 아쿤드자다 아프간 칸다하르에 있다""",탈레반 “최고지도자 아쿤드자다 칸다하르에 있다”,107,107,107,0.7121999859809875,0.678085773948508,1717,943,942,66.67,8,12,100.0,8,8,25.0,3,12,100.0,3,3,0.0,0,12,0.0,0,0
948,AFP “탈레반 최고지도자 아프간 칸다하르에 있다”,"탈레반 ""최고지도자 아쿤드자다 아프간 칸다하르에 있다""","""탈레반 최고지도자 아프간 칸다하르에 있다""",107,107,107,0.7979999780654907,1.0000000000000002,1717,943,941,41.67,5,12,100.0,5,5,41.67,5,12,100.0,5,5,0.0,0,12,0.0,0,0
949,"“탈레반 수장, 아프간 칸다하르에 있다… 곧 대중 앞에 설 것”","“탈레반 수장, 아프간 칸다하르에 있다.. 곧 대중 앞에 설 것”","“탈레반 수장, 아프간 칸다하르에 있다.. 곧 대중 앞에 설 것”",107,107,107,0.9667999744415283,0.9999999999999998,1717,940,940,41.67,5,12,100.0,5,5,25.0,3,12,100.0,3,3,8.33,1,12,100.0,1,1
950,"""은둔의 지휘자 탈레반 아쿤드자다, 아프간 칸다하르에 있다""","탈레반 ""최고지도자 아쿤드자다 아프간 칸다하르에 있다""","“탈레반 수장, 아프간 칸다하르에 있다.. 곧 대중 앞에 설 것”",107,107,107,0.7670000195503235,0.9999999999999998,1717,943,940,66.67,8,12,100.0,8,8,41.67,5,12,100.0,5,5,0.0,0,12,0.0,0,0
951,"탈레반 ""최고지도자 아쿤드자다 칸다하르에 있다""","탈레반 ""최고지도자 아쿤드자다 아프간 칸다하르에 있다""",탈레반 “최고지도자 아쿤드자다 칸다하르에 있다”,107,107,107,0.9800000190734863,1.0000000000000004,1717,943,942,58.33,7,12,100.0,7,7,58.33,7,12,100.0,7,7,33.33,4,12,100.0,4,4
952,세계가 주목…'구글 인앱결제 강제 방지법' 국회 통과할까,세계 첫 ‘구글 갑질 방지법’ 오늘 오후 국회 입법화 예정,세계 첫 ‘구글 갑질 방지법’ 오늘 오후 국회 입법화 예정,108,108,108,0.8367000222206116,0.7556034701705135,1717,961,961,33.33,4,12,100.0,4,4,16.67,2,12,100.0,2,2,8.33,1,12,100.0,1,1
953,세계가 주목하는 '구글갑질방지법' 오늘 본회의 문턱 넘을까,"세계 첫 ‘구글갑질방지법’, 오늘 종지부 찍나","세계 첫 ‘구글갑질방지법’, 오늘 종지부 찍나",108,108,108,0.8112999796867371,0.6511031810770753,1717,959,959,33.33,4,12,100.0,4,4,25.0,3,12,100.0,3,3,8.33,1,12,100.0,1,1
954,"'구글 갑질방지법', 오늘 국회 통과 기대…""세계 첫 앱마켓 규제""",세계 첫 ‘구글 갑질 방지법’ 오늘 오후 국회 입법화 예정,세계 첫 ‘구글 갑질 방지법’ 오늘 오후 국회 입법화 예정,108,108,108,0.7922000288963318,0.8860089177100461,1717,961,961,33.33,4,12,100.0,4,4,16.67,2,12,100.0,2,2,0.0,0,12,0.0,0,0
955,"'구글 갑질' 30일 종지부 찍나, 인앱 결제 규제 초읽기","전북경찰 ""내달 30일까지 불법무기 자진 신고 시 책임 면제""","""구글·애플, 외부결제 방법 안내 꼼수""",108,19,108,0.5418999791145325,0.5196942338360688,1717,154,962,0.0,0,12,0.0,0,0,0.0,0,12,0.0,0,0,0.0,0,12,0.0,0,0
956,애플 웹결제 허용 효과 제한적…30일 갑질방지법 통과돼야,애플 외부결제 유도 허용에...업계·전문가 “실효성 없다”,"애플, 외부결제 허용했지만… ‘인앱 결제’ 강제 유지",108,108,108,0.49970000982284546,0.7071067811865476,1717,963,957,0.0,0,12,0.0,0,0,0.0,0,12,0.0,0,0,0.0,0,12,0.0,0,0
957,"애플, 외부결제 허용했지만… ‘인앱 결제’ 강제 유지",애플 외부결제 '사실상 허용'···업계 일부 '규제 회피 위한 꼼수' 비판,애플 웹결제 허용 효과 제한적…30일 갑질방지법 통과돼야,108,108,108,0.6152999997138977,0.7071067811865476,1717,958,956,16.67,2,12,100.0,2,2,0.0,0,12,0.0,0,0,0.0,0,12,0.0,0,0
958,애플 외부결제 '사실상 허용'···업계 일부 '규제 회피 위한 꼼수' 비판,애플 외부결제 유도 허용에...업계·전문가 “실효성 없다”,애플 외부결제 유도 허용에...업계·전문가 “실효성 없다”,108,108,108,0.6983000040054321,0.5946974338418204,1717,963,963,16.67,2,12,100.0,2,2,0.0,0,12,0.0,0,0,0.0,0,12,0.0,0,0
959,"세계 첫 ‘구글갑질방지법’, 오늘 종지부 찍나",세계 첫 ‘구글 갑질 방지법’ 오늘 오후 국회 입법화 예정,“무대는 항상 특별… 새로운 세계 보여줄 것”,108,108,11,0.8130999803543091,0.7589892275858159,1717,961,96,33.33,4,12,100.0,4,4,25.0,3,12,100.0,3,3,16.67,2,12,100.0,2,2
960,‘인앱결제 강제금지법’ 통과 임박… 반독점 규제 기폭제 될까,"""실업급여 높아 도덕적 해이 유발, 하한액 최저임금 연동 폐지해야""",바다가 일자리다…'2021 해양수산 온라인 취업박람회' 30일 개막,108,39,1,0.5608999729156494,0.0,1717,327,0,0.0,0,12,0.0,0,0,0.0,0,12,0.0,0,0,0.0,0,12,0.0,0,0
961,세계 첫 ‘구글 갑질 방지법’ 오늘 오후 국회 입법화 예정,세계가 주목…'구글 인앱결제 강제 방지법' 국회 통과할까,"'구글 갑질방지법', 오늘 국회 통과 기대…""세계 첫 앱마켓 규제""",108,108,108,0.8367000222206116,0.8860089177100461,1717,952,954,33.33,4,12,100.0,4,4,33.33,4,12,100.0,4,4,16.67,2,12,100.0,2,2
962,"""구글·애플, 외부결제 방법 안내 꼼수""",애플 외부결제 유도 허용에...업계·전문가 “실효성 없다”,"애플, 외부결제 허용했지만… ‘인앱 결제’ 강제 유지",108,108,108,0.5331000089645386,0.6930409556180148,1717,963,957,0.0,0,12,0.0,0,0,0.0,0,12,0.0,0,0,0.0,0,12,0.0,0,0
963,애플 외부결제 유도 허용에...업계·전문가 “실효성 없다”,애플 외부결제 '사실상 허용'···업계 일부 '규제 회피 위한 꼼수' 비판,애플 외부결제 '사실상 허용'···업계 일부 '규제 회피 위한 꼼수' 비판,108,108,108,0.6983000040054321,0.5946974338418204,1717,958,958,16.67,2,12,100.0,2,2,0.0,0,12,0.0,0,0,0.0,0,12,0.0,0,0
964,"""'어머님이랑 하고 싶다'던 20개월 영아 강간·살해범 신상공개해야""","""어머님이랑 하고 싶어요"" 20개월 여아 성폭행·살해범 장모에도 패륜문자",20개월 아기 강간·폭행한 살해범…장모에게 “하고 싶다” 음란 메시지 보내기도,109,109,109,0.8867999911308289,1.0000000000000002,1717,974,965,92.31,12,13,100.0,12,12,84.62,11,13,100.0,11,11,38.46,5,13,100.0,5,5
965,20개월 아기 강간·폭행한 살해범…장모에게 “하고 싶다” 음란 메시지 보내기도,"정보석 ""20개월 영아 강간·살해범 엄벌·신상공개해야""","""'어머님이랑 하고 싶다'던 20개월 영아 강간·살해범 신상공개해야""",109,109,109,0.8054999709129333,1.0000000000000002,1717,970,964,92.31,12,13,100.0,12,12,92.31,12,13,100.0,12,12,7.69,1,13,100.0,1,1
